County,State,Population,Valid_ballots,Voter_turnout,Vote,Vote_share
Schenectady County,New York,154475,67280,43.55397313,28953,43.03359096
Schoharie County,New York,31304,14050,44.88244314,8831,62.85409253
Schuyler County,New York,17967,8772,48.82284188,5050,57.56953944
Seneca County,New York,34710,13980,40.27657736,7236,51.75965665
Steuben County,New York,96958,42002,43.31978795,26831,63.88029141
Suffolk County,New York,1486406,681254,45.83229616,350570,51.45951437
Sullivan County,New York,74922,29955,39.98158084,15931,53.183108
Tioga County,New York,48824,22299,45.67221039,13260,59.46454998
Tompkins County,New York,102942,42678,41.45829691,10371,24.30057641
Ulster County,New York,179042,81355,45.43905899,34006,41.79952062
Warren County,New York,64438,31408,48.74142587,15751,50.1496434
Washington County,New York,61795,24528,39.69253176,13610,55.487606
Wayne County,New York,90758,39687,43.72837656,23380,58.91097841
Westchester County,New York,970267,420655,43.35456117,131238,31.19848807
Wyoming County,New York,40432,17298,42.7829442,12442,71.92739045
Yates County,New York,25059,10066,40.16920069,5660,56.22888933
Alamance County,North Carolina,160283,71157,44.39460205,38815,54.54839299
Alexander County,North Carolina,37133,18271,49.20421189,13893,76.03853101
Alleghany County,North Carolina,10919,5315,48.67661874,3814,71.75917215
Anson County,North Carolina,25165,10545,41.90343731,4506,42.7311522
Ashe County,North Carolina,26600,13424,50.46616541,9412,70.11323004
Avery County,North Carolina,17442,8249,47.29388832,6298,76.34864832
Beaufort County,North Carolina,47369,23938,50.53516013,14543,60.75277801
Bertie County,North Carolina,19423,9347,48.1233589,3456,36.9744303
Bladen County,North Carolina,33638,15897,47.25905226,8550,53.78373278
Brunswick County,North Carolina,126304,68351,54.11625918,42720,62.5009144
Buncombe County,North Carolina,254955,138947,54.49863701,55716,40.09874269
Burke County,North Carolina,89451,38920,43.50985456,26238,67.41521069
Cabarrus County,North Carolina,201639,93289,46.26535541,53819,57.69061733
Caldwell County,North Carolina,81766,36320,44.41944084,26621,73.29570485
Camden County,North Carolina,10397,5006,48.14850438,3546,70.834998
Carteret County,North Carolina,68808,37781,54.90785955,26569,70.32370768
Caswell County,North Carolina,22755,11070,48.64864865,6026,54.43541102
Catawba County,North Carolina,156448,72351,46.24603702,48324,66.79106025
Chatham County,North Carolina,69642,39849,57.21978117,17105,42.92454014
Cherokee County,North Carolina,27809,14181,50.99428243,10844,76.46851421
Chowan County,North Carolina,14201,7228,50.8978241,4014,55.53403431
Clay County,North Carolina,10749,6010,55.91217788,4437,73.82695507
Cleveland County,North Carolina,96960,44673,46.07363861,28479,63.74991606
Columbus County,North Carolina,56292,23732,42.15874369,14272,60.13821001
Craven County,North Carolina,102632,47001,45.79565827,27731,59.00087232
Cumberland County,North Carolina,333167,127506,38.27089718,51265,40.20595109
Currituck County,North Carolina,25640,12669,49.41107644,9163,72.32615045
Dare County,North Carolina,35829,19609,54.72940914,11460,58.44255189
Davidson County,North Carolina,164270,74856,45.5688805,54317,72.56198568
Davie County,North Carolina,41921,21756,51.89761695,15602,71.71355028
Duplin County,North Carolina,59275,20856,35.18515394,12217,58.57786728
Durham County,North Carolina,307826,156134,50.7215115,28350,18.15748011
Edgecombe County,North Carolina,53283,24886,46.70532815,8261,33.19537089
Forsyth County,North Carolina,371260,178312,48.02887464,75975,42.60790076
Franklin County,North Carolina,64676,30368,46.95404787,16368,53.89884089
Gaston County,North Carolina,216622,96431,44.51579249,61798,64.08520082
Gates County,North Carolina,11569,5392,46.60731265,2874,53.30118694
Graham County,North Carolina,8531,4168,48.85710937,3283,78.76679463
Granville County,North Carolina,58684,27353,46.61066049,13591,49.68742003
Greene County,North Carolina,21078,8095,38.40497201,4374,54.03335392
Guilford County,North Carolina,524265,257405,49.09826138,98062,38.09638507
Halifax County,North Carolina,51815,25167,48.57087716,9031,35.88429292
Harnett County,North Carolina,130674,46065,35.25184811,27614,59.94572886
Haywood County,North Carolina,60405,30727,50.8683056,18929,61.60380122
Henderson County,North Carolina,113583,58176,51.21893241,35809,61.55287404
Hertford County,North Carolina,24209,10186,42.07526127,3099,30.42411153
Hoke County,North Carolina,52981,18230,34.40856156,7760,42.56719693
Hyde County,North Carolina,5434,2304,42.39970556,1288,55.90277778
Iredell County,North Carolina,172466,82567,47.87436364,54754,66.31462933
Jackson County,North Carolina,42622,18713,43.90455633,9870,52.74408165
Johnston County,North Carolina,190843,85909,45.01553633,54372,63.2902257
Jones County,North Carolina,9588,5135,53.55652899,2974,57.91626095
Lee County,North Carolina,59646,25084,42.05478993,13712,54.66432786
Lenoir County,North Carolina,57240,26807,46.83263452,13613,50.78151229
Lincoln County,North Carolina,81229,40023,49.27181179,28806,71.97361517
McDowell County,North Carolina,44866,19875,44.29857799,14568,73.29811321
Macon County,North Carolina,34262,17734,51.75996731,12127,68.38276757
Madison County,North Carolina,21367,11269,52.74020686,6783,60.19167628
Martin County,North Carolina,23122,11964,51.74292881,5897,49.28953527
Mecklenburg County,North Carolina,1056901,472857,44.73995199,155518,32.88901296
Mitchell County,North Carolina,14996,8096,53.98773006,6282,77.59387352
Montgomery County,North Carolina,27301,11540,42.26951394,7130,61.78509532
Moore County,North Carolina,95405,48692,51.03715738,30490,62.61808921
Nash County,North Carolina,93953,47665,50.73281322,23319,48.9226896
New Hanover County,North Carolina,224809,111905,49.77781139,55344,49.4562352
Northampton County,North Carolina,20127,9848,48.92929895,3582,36.37286759
Onslow County,North Carolina,192314,57135,29.70922554,37122,64.97243371
Orange County,North Carolina,142800,82340,57.66106443,18557,22.53704154
Pamlico County,North Carolina,12765,6870,53.81903643,4258,61.97962154
Pasquotank County,North Carolina,39392,17391,44.14855808,8180,47.03582313
Pender County,North Carolina,58771,27885,47.44687005,17639,63.25623095
Perquimans County,North Carolina,13402,6708,50.05223101,4177,62.26893262
Person County,North Carolina,39270,19615,49.94907054,11185,57.02268672
Pitt County,North Carolina,177171,80527,45.45156939,35691,44.32178027
Polk County,North Carolina,20414,10934,53.56128147,6768,61.89866472
Randolph County,North Carolina,143062,64575,45.13777243,49430,76.54665118
Richmond County,North Carolina,45012,19328,42.93966053,10383,53.71999172
Robeson County,North Carolina,133383,40858,30.63208955,20762,50.81501787
Rockingham County,North Carolina,91308,42278,46.30262409,26830,63.46090165
Rowan County,North Carolina,139410,64369,46.172441,42810,66.5071696
Rutherford County,North Carolina,66286,30307,45.72157017,21871,72.16484641
Sampson County,North Carolina,63225,25928,41.0090945,14838,57.2277075
Scotland County,North Carolina,35309,13928,39.44603359,6256,44.91671453
Stanly County,North Carolina,60826,29917,49.18455923,21964,73.41645218
Stokes County,North Carolina,45920,22550,49.10714286,17116,75.90243902
Surry County,North Carolina,72008,32196,44.7116987,23671,73.52155547
Swain County,North Carolina,14190,6124,43.15715292,3565,58.21358589
Transylvania County,North Carolina,33393,17869,53.51121493,10520,58.87290839
Tyrrell County,North Carolina,4024,1739,43.21570577,975,56.066705
Union County,North Carolina,226279,105710,46.71666394,66707,63.10377448
Vance County,North Carolina,44485,19977,44.90727211,7332,36.70220754
Wake County,North Carolina,1048335,527624,50.32971331,196082,37.16320713
Warren County,North Carolina,19884,9842,49.49708308,3214,32.65596423
Washington County,North Carolina,12070,6165,51.07705054,2564,41.58961882
Watauga County,North Carolina,54140,29985,55.38418914,13697,45.67950642
Wayne County,North Carolina,124269,50689,40.78973839,27540,54.33131449
Wilkes County,North Carolina,68581,31296,45.63363031,23752,75.89468303
Wilson County,North Carolina,81307,38135,46.90248072,17531,45.97089288
Yadkin County,North Carolina,37653,17624,46.80636337,13880,78.75624149
Yancey County,North Carolina,17610,9960,56.55877342,6385,64.1064257
Adams County,North Dakota,2344,1218,51.96245734,909,74.63054187
Barnes County,North Dakota,10899,5344,49.03202129,3160,59.13173653
Benson County,North Dakota,6840,2011,29.4005848,929,46.19592243
Billings County,North Dakota,948,605,63.8185654,495,81.81818182
Bottineau County,North Dakota,6573,3494,53.1568538,2494,71.37950773
Bowman County,North Dakota,3222,1787,55.46244569,1446,80.91773923
Burke County,North Dakota,2227,1052,47.23843736,895,85.07604563
Burleigh County,North Dakota,94606,47979,50.71454242,32532,67.80466454
Cass County,North Dakota,174189,80821,46.39845226,39816,49.26442385
Cavalier County,North Dakota,3824,2006,52.458159,1357,67.64705882
Dickey County,North Dakota,4987,2407,48.26549027,1667,69.25633569
Divide County,North Dakota,2391,1219,50.98285236,867,71.12387203
Dunn County,North Dakota,4372,2243,51.30375114,1771,78.95675435
Eddy County,North Dakota,2288,1231,53.80244755,791,64.25670187
Emmons County,North Dakota,3338,1981,59.34691432,1677,84.65421504
Foster County,North Dakota,3309,1719,51.94922937,1241,72.19313554
Golden Valley County,North Dakota,1857,957,51.53473344,796,83.17659352
Grand Forks County,North Dakota,70473,30365,43.08742355,16340,53.81195455
Grant County,North Dakota,2379,1381,58.04960067,1108,80.23171615
Griggs County,North Dakota,2258,1265,56.02302923,847,66.95652174
Hettinger County,North Dakota,2597,1296,49.90373508,1050,81.01851852
Kidder County,North Dakota,2475,1376,55.5959596,1111,80.74127907
LaMoure County,North Dakota,4113,2151,52.297593,1481,68.85169689
Logan County,North Dakota,1930,1067,55.28497409,888,83.2239925
McHenry County,North Dakota,5970,2820,47.2361809,2050,72.69503546
McIntosh County,North Dakota,2599,1446,55.63678338,1100,76.07192254
McKenzie County,North Dakota,12572,4672,37.16194718,3670,78.55308219
McLean County,North Dakota,9643,5315,55.11770196,3860,72.62464722
Mercer County,North Dakota,8616,4682,54.34076137,3759,80.28620248
Morton County,North Dakota,30732,15832,51.51633477,11336,71.6018191
Mountrail County,North Dakota,10234,4106,40.12116474,2582,62.883585
Nelson County,North Dakota,2889,1717,59.43232953,1025,59.69714619
Oliver County,North Dakota,1895,1017,53.66754617,830,81.61258604
Pembina County,North Dakota,7046,3153,44.74879364,2208,70.02854424
Pierce County,North Dakota,4216,2071,49.12239089,1437,69.38676968
Ramsey County,North Dakota,11557,5305,45.90291598,3217,60.64090481
Ransom County,North Dakota,5375,2359,43.88837209,1210,51.29292073
Renville County,North Dakota,2517,1293,51.37067938,993,76.79814385
Richland County,North Dakota,16289,7592,46.60814046,4767,62.78977871
Rolette County,North Dakota,14716,3755,25.51644469,1217,32.41011984
Sargent County,North Dakota,3883,1997,51.42930724,1088,54.48172258
Sheridan County,North Dakota,1342,787,58.6438152,650,82.59212198
Sioux County,North Dakota,4457,1232,27.6419116,260,21.1038961
Slope County,North Dakota,781,430,55.05761844,362,84.18604651
Stark County,North Dakota,30869,12322,39.9170689,9755,79.16734296
Steele County,North Dakota,1912,999,52.24895397,538,53.85385385
Stutsman County,North Dakota,21068,10155,48.20106322,6718,66.15460364
Towner County,North Dakota,2249,1157,51.44508671,733,63.35350043
Traill County,North Dakota,8001,3933,49.15635546,2265,57.58962624
Walsh County,North Dakota,10816,4636,42.86242604,2995,64.60310613
Ward County,North Dakota,69489,27412,39.44797018,18636,67.98482416
Wells County,North Dakota,4049,2383,58.85403803,1796,75.36718422
Williams County,North Dakota,34213,12807,37.43313945,10069,78.6210666
Adams County,Ohio,27807,11359,40.8494264,8659,76.23030196
Allen County,Ohio,103613,45894,44.29366971,30487,66.42916285
Ashland County,Ohio,53520,24590,45.94544096,17493,71.13867426
Ashtabula County,Ohio,98171,40867,41.62838313,23318,57.05826217
Athens County,Ohio,66352,29443,44.37394502,11354,38.56264647
Auglaize County,Ohio,45766,23627,51.62566097,18658,78.96897617
Belmont County,Ohio,68606,31122,45.3633793,21108,67.82340467
Brown County,Ohio,43638,19607,44.93102342,14573,74.325496
Butler County,Ohio,378354,173839,45.94612453,106976,61.53739955
Carroll County,Ohio,27621,13074,47.33355056,9254,70.78170415
Champaign County,Ohio,38741,18104,46.73085362,12631,69.7691118
Clark County,Ohio,134723,61429,45.59652027,35205,57.31006528
Clermont County,Ohio,203165,99121,48.7884232,67518,68.1167462
Clinton County,Ohio,41887,18675,44.58423855,13838,74.09906292
Columbiana County,Ohio,103817,46201,44.50234547,31676,68.56128655
Coshocton County,Ohio,36617,15552,42.47207581,10785,69.34799383
Crawford County,Ohio,42095,19237,45.69901413,13611,70.75427561
Cuyahoga County,Ohio,1254144,603822,48.1461459,184211,30.50750055
Darke County,Ohio,51624,25484,49.3646366,20012,78.52770366
Defiance County,Ohio,38140,18192,47.6979549,11688,64.24802111
Delaware County,Ohio,197144,103860,52.68230329,57568,55.42846139
Erie County,Ohio,74999,37578,50.10466806,19648,52.28591197
Fairfield County,Ohio,152789,72913,47.72136738,44314,60.77654191
Fayette County,Ohio,28670,11162,38.93268225,7995,71.62694858
Franklin County,Ohio,1274450,581140,45.59927812,199331,34.29999656
Fulton County,Ohio,42306,21225,50.17018863,13709,64.58892815
Gallia County,Ohio,30186,12931,42.83773935,9822,75.95700255
Geauga County,Ohio,93845,49941,53.21647397,30227,60.52542
Greene County,Ohio,165290,81858,49.52386714,48540,59.2978084
Guernsey County,Ohio,39211,16557,42.22539593,11445,69.12484146
Hamilton County,Ohio,811332,409109,50.42436389,173665,42.44956723
Hancock County,Ohio,75831,36023,47.50431881,24183,67.13211004
Hardin County,Ohio,31398,12294,39.15536021,8717,70.90450626
Harrison County,Ohio,15252,7079,46.4135851,5098,72.01582144
Henry County,Ohio,27282,13932,51.06663734,9301,66.75997703
Highland County,Ohio,43006,18501,43.01957866,14020,75.77968758
Hocking County,Ohio,28393,12838,45.21536999,8497,66.18632186
Holmes County,Ohio,43847,11054,25.21039068,8720,78.88547132
Huron County,Ohio,58367,24834,42.54801515,16226,65.33784328
Jackson County,Ohio,32528,13693,42.09604033,9949,72.65756226
Jefferson County,Ohio,66944,32201,48.10139818,21117,65.57870874
Knox County,Ohio,60909,28687,47.09813,19131,66.68874403
Lake County,Ohio,229525,116246,50.64633482,64255,55.27502022
Lawrence County,Ohio,60691,26607,43.84010809,18689,70.24091405
Licking County,Ohio,171993,82761,48.11881879,51241,61.91442829
Logan County,Ohio,45128,21571,47.79959227,15957,73.97431737
Lorain County,Ohio,306607,140562,45.8443545,66818,47.53631849
Lucas County,Ohio,432879,197556,45.63769552,75698,38.31723663
Madison County,Ohio,43377,17290,39.85983355,11631,67.27009832
Mahoning County,Ohio,230269,115072,49.97285783,53616,46.59343715
Marion County,Ohio,65467,26322,40.20651626,16961,64.43659296
Medina County,Ohio,176876,91373,51.65935458,54810,59.98489707
Meigs County,Ohio,23166,9985,43.10195977,7309,73.1997997
Mercer County,Ohio,40715,21726,53.3611691,17506,80.57626807
Miami County,Ohio,104553,52734,50.43757711,37079,70.31327038
Monroe County,Ohio,14083,6795,48.24966271,4868,71.64091244
Montgomery County,Ohio,531818,258301,48.56943541,123909,47.97077828
Morgan County,Ohio,14733,6443,43.73175864,4431,68.77231104
Morrow County,Ohio,34922,16548,47.3856022,11948,72.2020788
Muskingum County,Ohio,85993,36991,43.01629202,24056,65.03203482
Noble County,Ohio,14441,6013,41.63839069,4549,75.65275237
Ottawa County,Ohio,40488,22218,54.87551867,12653,56.94932037
Paulding County,Ohio,18839,9047,48.02271883,6500,71.84702111
Perry County,Ohio,35998,14995,41.65509195,10228,68.20940313
Pickaway County,Ohio,57545,24745,43.00112955,17076,69.00788038
Pike County,Ohio,28093,11879,42.28455487,7902,66.5207509
Portage County,Ohio,162521,76139,46.84871494,39971,52.49740606
Preble County,Ohio,41157,20565,49.96719878,15446,75.10819353
Putnam County,Ohio,34007,18767,55.18569706,14961,79.71972079
Richland County,Ohio,121242,55214,45.54032431,36590,66.26942442
Ross County,Ohio,76848,30380,39.5325838,18652,61.39565504
Sandusky County,Ohio,59317,28044,47.27818332,16316,58.18000285
Scioto County,Ohio,76436,30784,40.27421634,20550,66.75545738
Seneca County,Ohio,55467,23987,43.24553338,14825,61.80431067
Shelby County,Ohio,48765,23740,48.68245668,18590,78.30665543
Stark County,Ohio,373447,175239,46.92473095,98388,56.14503621
Summit County,Ohio,541003,257979,47.68531783,112026,43.42446478
Trumbull County,Ohio,201715,96029,47.60627618,49024,51.05124494
Tuscarawas County,Ohio,92560,41289,44.60782195,26918,65.1941195
Union County,Ohio,55581,27429,49.34959788,18096,65.97396916
Van Wert County,Ohio,28177,13770,48.86964546,10469,76.02759622
Vinton County,Ohio,13022,5502,42.25157426,3883,70.5743366
Warren County,Ohio,226539,117267,51.76459682,77643,66.21044284
Washington County,Ohio,60598,29840,49.24254926,20514,68.74664879
Wayne County,Ohio,116613,49853,42.75080823,32270,64.7303071
Williams County,Ohio,36937,17308,46.8581639,11939,68.97966258
Wood County,Ohio,129768,64341,49.58156094,32498,50.5090067
Wyandot County,Ohio,22071,10592,47.99057587,7468,70.5060423
Adair County,Oklahoma,22305,6513,29.199731,4787,73.49915554
Alfalfa County,Oklahoma,5936,2258,38.03908356,1933,85.60673162
Atoka County,Oklahoma,13894,5018,36.1163092,4084,81.38700678
Beaver County,Oklahoma,5435,2243,41.26954922,1993,88.85421311
Beckham County,Oklahoma,22427,7552,33.67369688,6308,83.52754237
Blaine County,Oklahoma,9625,3793,39.40779221,2884,76.03480095
Bryan County,Oklahoma,45599,13818,30.30329612,10478,75.82862932
Caddo County,Oklahoma,29630,9348,31.54910564,6482,69.34103552
Canadian County,Oklahoma,136386,55278,40.53055299,39986,72.33619161
Carter County,Oklahoma,48431,18534,38.26887737,13752,74.19876983
Cherokee County,Oklahoma,48791,16490,33.7972167,9994,60.60642814
Choctaw County,Oklahoma,14877,5426,36.47240707,4206,77.51566532
Cimarron County,Oklahoma,2189,1079,49.29191412,963,89.24930491
Cleveland County,Oklahoma,277809,109450,39.39757171,62538,57.13841937
Coal County,Oklahoma,5652,2399,42.44515216,1898,79.11629846
Comanche County,Oklahoma,121743,32564,26.74814979,19183,58.90861074
Cotton County,Oklahoma,5933,2602,43.85639643,2054,78.93927748
Craig County,Oklahoma,14465,5785,39.99308676,4283,74.03630078
Creek County,Oklahoma,71191,28830,40.496692,21575,74.83524107
Custer County,Oklahoma,29222,10541,36.07213743,7826,74.24343041
Delaware County,Oklahoma,41965,15716,37.45025617,11826,75.24815475
Dewey County,Oklahoma,4905,2248,45.83078491,1965,87.41103203
Ellis County,Oklahoma,4085,1827,44.7246022,1611,88.1773399
Garfield County,Oklahoma,62493,21710,34.73989087,16009,73.74021188
Garvin County,Oklahoma,27940,10546,37.74516822,8253,78.25715911
Grady County,Oklahoma,54683,22286,40.7548964,17316,77.69900386
Grant County,Oklahoma,4454,2201,49.41625505,1827,83.00772376
Greer County,Oklahoma,5954,1896,31.84413839,1482,78.16455696
Harmon County,Oklahoma,2712,977,36.02507375,715,73.18321392
Harper County,Oklahoma,3776,1499,39.69809322,1318,87.92528352
Haskell County,Oklahoma,12695,4738,37.32178023,3701,78.1131279
Hughes County,Oklahoma,13417,4526,33.7333234,3388,74.85638533
Jackson County,Oklahoma,25440,7806,30.68396226,5969,76.46682039
Jefferson County,Oklahoma,6250,2350,37.6,1910,81.27659574
Johnston County,Oklahoma,11126,4018,36.11360777,3093,76.97859632
Kay County,Oklahoma,44901,16803,37.42232912,12172,72.43944534
Kingfisher County,Oklahoma,15613,6131,39.26855825,5156,84.0972109
Kiowa County,Oklahoma,9025,3493,38.70360111,2596,74.32006871
Latimer County,Oklahoma,10550,4056,38.44549763,3100,76.42998028
Le Flore County,Oklahoma,50144,17221,34.3430919,13362,77.59131293
Lincoln County,Oklahoma,34872,14025,40.21851342,10854,77.39037433
Logan County,Oklahoma,46027,18979,41.2344928,13633,71.83202487
Love County,Oklahoma,10016,3789,37.82947284,2922,77.11797308
McClain County,Oklahoma,38597,16858,43.67696971,13169,78.11721438
McCurtain County,Oklahoma,33078,10726,32.42638612,8656,80.70110013
McIntosh County,Oklahoma,19766,7963,40.2863503,5505,69.13223659
Major County,Oklahoma,7751,3407,43.95561863,2948,86.52773701
Marshall County,Oklahoma,16237,5492,33.82398226,4206,76.58412236
Mayes County,Oklahoma,41035,15717,38.30144998,11555,73.51911942
Murray County,Oklahoma,13909,5528,39.74405061,4175,75.52460203
Muskogee County,Oklahoma,69012,24216,35.08954964,15043,62.12008589
Noble County,Oklahoma,11410,4878,42.75197195,3715,76.15826158
Nowata County,Oklahoma,10415,4237,40.68170907,3321,78.3809299
Okfuskee County,Oklahoma,12079,3943,32.64343075,2800,71.01191986
Oklahoma County,Oklahoma,784611,273942,34.91437158,141569,51.67845748
Okmulgee County,Oklahoma,39075,13949,35.69801663,8944,64.11929171
Osage County,Oklahoma,47364,18966,40.04307069,12577,66.31340293
Ottawa County,Oklahoma,31592,10690,33.83768043,7631,71.38447147
Pawnee County,Oklahoma,16471,6364,38.63760549,4729,74.30861094
Payne County,Oklahoma,81850,27760,33.91569945,16651,59.98198847
Pittsburg County,Oklahoma,44335,17271,38.95567836,12753,73.84054195
Pontotoc County,Oklahoma,38512,14831,38.51007478,10431,70.33241184
Pottawatomie County,Oklahoma,72001,25452,35.34950903,17848,70.12415527
Pushmataha County,Oklahoma,11070,4483,40.4968383,3581,79.87954495
Roger Mills County,Oklahoma,3671,1759,47.91609916,1547,87.94769756
Rogers County,Oklahoma,90992,40862,44.90724459,30913,75.65219519
Seminole County,Oklahoma,25137,8037,31.97278912,5613,69.83949235
Sequoyah County,Oklahoma,41867,14437,34.48300571,10888,75.41733047
Stephens County,Oklahoma,43998,17904,40.69275876,14182,79.21134942
Texas County,Oklahoma,21183,5780,27.28603125,4621,79.94809689
Tillman County,Oklahoma,7525,2706,35.96013289,1944,71.84035477
Tulsa County,Oklahoma,645951,247054,38.24655431,144258,58.39128288
Wagoner County,Oklahoma,77662,31300,40.30285082,23005,73.49840256
Washington County,Oklahoma,52027,22224,42.71628193,15825,71.20680346
Washita County,Oklahoma,11433,4631,40.5055541,3854,83.22176636
Woods County,Oklahoma,9157,3668,40.05678716,2947,80.34351145
Woodward County,Oklahoma,20975,7595,36.20977354,6347,83.56813693
Baker County,Oregon,15971,8779,54.96838019,6218,70.82811254
Benton County,Oregon,89918,48753,54.2193999,13445,27.57779008
Clackamas County,Oregon,406625,214039,52.63793421,88392,41.29714678
Clatsop County,Oregon,38678,19664,50.84027096,8138,41.38527258
Columbia County,Oregon,50905,26618,52.28955898,13217,49.65436922
Coos County,Oregon,63319,31313,49.45277089,17865,57.05298119
Crook County,Oregon,22306,12172,54.56827759,8511,69.92277358
Curry County,Oregon,22607,12611,55.78360685,7212,57.18816906
Deschutes County,Oregon,180666,98557,54.55204632,45692,46.36098907
Douglas County,Oregon,108116,53521,49.50331126,34582,64.61388988
Gilliam County,Oregon,1857,1019,54.8734518,671,65.84887144
Grant County,Oregon,7166,4340,60.56377337,3210,73.96313364
Harney County,Oregon,7243,3974,54.86676791,2912,73.27629592
Hood River County,Oregon,23070,10910,47.29085392,3272,29.9908341
Jackson County,Oregon,214366,109327,51.00015861,53870,49.27419576
Jefferson County,Oregon,23036,9459,41.06181629,5483,57.96595835
Josephine County,Oregon,85504,44560,52.11452096,26923,60.41965889
Klamath County,Oregon,66198,30507,46.08447385,20435,66.98462648
Lake County,Oregon,7830,3930,50.19157088,3022,76.8956743
Lane County,Oregon,368874,191950,52.03673883,67141,34.97837979
Lincoln County,Oregon,47793,25256,52.84455883,10039,39.74897054
Linn County,Oregon,122769,58719,47.8288493,33488,57.03094399
Malheur County,Oregon,30340,10435,34.39353988,7194,68.94106373
Marion County,Oregon,335382,136840,40.80123561,63377,46.31467407
Morrow County,Oregon,11222,4167,37.13241846,2721,65.2987761
Multnomah County,Oregon,803212,399103,49.68837617,67954,17.02668234
Polk County,Oregon,81436,40295,49.4805737,18940,47.00335029
Sherman County,Oregon,1708,1017,59.54332553,732,71.97640118
Tillamook County,Oregon,26116,13803,52.85265737,6538,47.36651453
Umatilla County,Oregon,76686,27597,35.98701197,17059,61.81469
Union County,Oregon,26061,12968,49.76017804,8431,65.01388032
Wallowa County,Oregon,6915,4366,63.13810557,2848,65.23133303
Wasco County,Oregon,25782,11964,46.40446823,5833,48.75459712
Washington County,Oregon,584910,269232,46.02964559,83197,30.90160159
Wheeler County,Oregon,1319,818,62.0166793,591,72.24938875
Yamhill County,Oregon,104070,48753,46.84635342,23250,47.68937296
Adams County,Pennsylvania,101911,47489,46.59850262,31423,66.16900756
Allegheny County,Pennsylvania,1226426,650114,53.00882401,259480,39.91299987
Armstrong County,Pennsylvania,66397,31618,47.61962137,23484,74.27414764
Beaver County,Pennsylvania,166758,83571,50.1151369,48167,57.63602207
Bedford County,Pennsylvania,48601,23637,48.63480175,19552,82.71777298
Berks County,Pennsylvania,415784,183065,44.02887076,96626,52.78234507
Blair County,Pennsylvania,123708,54909,44.38597342,39135,71.27246899
Bradford County,Pennsylvania,61092,25708,42.08079618,18141,70.5655827
Bucks County,Pennsylvania,625861,344297,55.01173583,164361,47.73814468
Butler County,Pennsylvania,186240,97071,52.12145619,64428,66.37203696
Cambria County,Pennsylvania,134414,63072,46.92368354,42258,66.99961948
Cameron County,Pennsylvania,4710,2186,46.4118896,1589,72.68984446
Carbon County,Pennsylvania,63499,28776,45.31724909,18743,65.13413956
Centre County,Pennsylvania,162034,76148,46.99507511,35274,46.32295004
Chester County,Pennsylvania,516767,268800,52.01570534,116114,43.19717262
Clarion County,Pennsylvania,38590,17535,45.43923296,12576,71.71941831
Clearfield County,Pennsylvania,80196,34271,42.73405157,24932,72.74955502
Clinton County,Pennsylvania,39017,15394,39.45459671,10022,65.10328699
Columbia County,Pennsylvania,66133,28228,42.68368288,18004,63.78064333
Crawford County,Pennsylvania,86306,37492,43.44078048,24987,66.64621786
Cumberland County,Pennsylvania,247369,121617,49.16420408,69076,56.79798055
Dauphin County,Pennsylvania,274196,130872,47.72936148,60863,46.50574607
Delaware County,Pennsylvania,563708,297634,52.79932163,110667,37.18224396
Elk County,Pennsylvania,30512,14426,47.27975878,10025,69.49258284
Erie County,Pennsylvania,276170,123679,44.78364775,60069,48.56847161
Fayette County,Pennsylvania,132350,53767,40.62485833,34590,64.33314115
Forest County,Pennsylvania,7334,2401,32.73793292,1683,70.09579342
Franklin County,Pennsylvania,153705,69731,45.36677402,49768,71.371413
Fulton County,Pennsylvania,14497,6771,46.70621508,5694,84.09393
Greene County,Pennsylvania,37209,15764,42.36609422,10849,68.82136514
Huntingdon County,Pennsylvania,45380,19706,43.42441604,14494,73.55120268
Indiana County,Pennsylvania,85155,37770,44.35441254,24888,65.89356632
Jefferson County,Pennsylvania,44031,19478,44.23701483,15192,77.99568744
Juniata County,Pennsylvania,24559,10454,42.56687976,8273,79.13717237
Lackawanna County,Pennsylvania,211004,103456,49.03035014,48384,46.76770801
Lancaster County,Pennsylvania,538160,241112,44.80303256,137914,57.19914397
Lawrence County,Pennsylvania,87325,40753,46.66819353,25428,62.39540647
Lebanon County,Pennsylvania,138480,61845,44.65987868,40525,65.52672003
Lehigh County,Pennsylvania,362298,160993,44.43662399,73690,45.77217643
Luzerne County,Pennsylvania,317172,134983,42.55829644,78688,58.29474823
Lycoming County,Pennsylvania,114876,50565,44.01702706,35627,70.45782656
McKean County,Pennsylvania,41670,16296,39.10727142,11635,71.39788905
Mercer County,Pennsylvania,112598,52309,46.45642019,31544,60.3031983
Mifflin County,Pennsylvania,46316,18601,40.16106745,14094,75.77011989
Monroe County,Pennsylvania,166220,69752,41.96366262,33386,47.86386053
Montgomery County,Pennsylvania,819791,434687,53.02412444,162731,37.43636226
Montour County,Pennsylvania,18257,8556,46.86421646,5288,61.80458158
Northampton County,Pennsylvania,301307,143519,47.63214927,71736,49.98362586
Northumberland County,Pennsylvania,92283,36622,39.68444892,25427,69.43094315
Perry County,Pennsylvania,45945,21158,46.05071281,15616,73.80659798
Philadelphia County,Pennsylvania,1576051,707631,44.89899121,108748,15.36789654
Pike County,Pennsylvania,54955,26101,47.49522336,16056,61.51488449
Potter County,Pennsylvania,16954,7784,45.91246903,6251,80.3057554
